# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/mutant-01.bam" "bam/mutant-02.bam" "bam/mutant-03.bam" "bam/mutant-04.bam" "bam/mutant-05.bam" "bam/mutant-06.bam" "bam/wildtype-01.bam" "bam/wildtype-02.bam" "bam/wildtype-03.bam" "bam/wildtype-04.bam" "bam/wildtype-05.bam" "bam/wildtype-06.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/mutant-01.bam	bam/mutant-02.bam	bam/mutant-03.bam	bam/mutant-04.bam	bam/mutant-05.bam	bam/mutant-06.bam	bam/wildtype-01.bam	bam/wildtype-02.bam	bam/wildtype-03.bam	bam/wildtype-04.bam	bam/wildtype-05.bam	bam/wildtype-06.bam
YBR147W	II	536575	537465	+	891	53	48	40	63	32	37	22	8	21	44	7	25
YBR148W	II	537876	539705	+	1830	23	13	27	24	7	25	5	9	8	9	3	19
YBR149W	II	539987	541021	+	1035	672	537	545	668	443	326	363	335	423	706	340	606
YBR150C	II	541209	544493	-	3285	123	88	95	130	48	115	34	77	50	101	64	159
YBR151W	II	545028	545978	+	951	290	246	243	288	171	867	167	213	160	265	191	335
YBR152W	II	546376	547251	+	876	29	20	33	40	17	52	9	20	13	20	27	59
YBR153W	II	547460	548194	+	735	56	63	59	65	41	57	37	57	41	57	51	110
YBR154C	II	548362	549009	-	648	107	73	118	140	68	107	41	150	103	122	137	333
YBR155W	II	549771	550928	+	1158	74	71	81	110	50	77	37	101	72	72	107	193
YBR156C	II	551104	553200	-	2097	66	33	37	55	33	98	14	44	21	23	21	48
YBR157C	II	553543	554310	-	768	73	26	45	61	31	60	31	49	36	54	54	95
YBR158W	II	556549	558198	+	1650	260	172	190	222	138	304	153	326	241	289	288	586
YBR159W	II	558685	559728	+	1044	406	336	304	430	259	155	166	270	181	322	241	447
YBR160W	II	560078	560974	+	897	160	126	116	174	114	197	58	86	95	123	86	170
YBR161W	II	561634	562764	+	1131	72	46	44	65	30	109	32	52	48	84	47	87
YBR162C	II	563203	564570	-	1368	2036	1704	1831	1980	1303	1340	797	1167	824	1442	1034	2135
YBR162W-A	II	565231	565428	+	198	243	199	198	240	185	350	54	102	75	139	117	192
YBR163W	II	565723	567480	+	1758	107	77	73	99	75	60	38	87	58	73	71	141
YBR164C	II	567875	568426	-	552	163	136	151	166	107	154	76	126	103	147	122	220
YBR165W	II	568852	569685	+	834	88	48	39	60	41	69	18	40	36	51	39	66
YBR166C	II	569842	571200	-	1359	101	82	81	108	71	70	44	93	68	108	62	120
YBR167C	II	571468	571890	-	423	62	70	54	91	47	14	20	33	29	57	34	49
YBR168W	II	572371	573612	+	1242	82	52	59	75	29	39	11	36	25	41	29	72
YBR169C	II	573915	575996	-	2082	169	141	148	176	95	102	96	94	80	165	79	174
YBR170C	II	576344	578086	-	1743	159	147	138	178	100	195	74	101	113	133	109	206
YBR171W	II	578364	578984	+	621	173	124	142	200	93	262	57	111	105	112	96	197
YBR172C	II	579150	581372	-	2223	150	110	126	145	86	227	68	149	92	141	158	306
YBR173C	II	581726	582172	-	447	326	274	219	328	240	1263	148	166	169	248	196	272
YBR175W	II	582408	583355	+	948	110	81	77	106	69	80	42	53	52	58	53	99
YBR176W	II	583720	584658	+	939	32	30	31	46	27	24	13	28	25	42	42	77
YBR177C	II	584807	586162	-	1356	364	268	247	357	224	194	119	153	129	265	148	314
YBR179C	II	586547	589114	-	2568	94	70	81	101	57	104	39	66	52	77	63	138
YBR180W	II	589741	591459	+	1719	7	4	5	6	3	6	1	9	1	4	4	10
YBR181C	II;II	591712;592769	592416;592774	-;-	711	595	562	606	632	412	200	363	518	357	655	626	1031
YBR182C	II	593506	594864	-	1359	16	9	17	13	5	23	7	26	9	21	18	25
YBR183W	II	596115	597065	+	951	169	138	129	193	106	61	42	56	77	103	51	98
YBR185C	II	599123	599959	-	837	83	45	42	53	45	16	35	41	46	54	29	60
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	10	14	10	22	5	16	5	12	10	13	8	27
YBR187W	II	602634	603476	+	843	278	223	235	315	194	110	163	278	212	294	273	559
YBR188C	II	603685	604107	-	423	42	40	40	57	29	56	25	18	25	38	35	60
YBR189W	II;II	604508;604928	604514;605508	+;+	588	2032	1816	1929	2235	1482	693	1323	2201	1599	2649	2211	4123
YBR191W	II;II	606270;606669	606280;607140	+;+	483	2178	1899	1856	2275	1583	866	1285	1964	1446	2503	2177	3351
YBR192W	II	607652	608785	+	1134	78	63	49	66	51	54	27	74	52	54	68	164
YBR193C	II	609082	609753	-	672	71	77	62	66	49	110	40	50	43	58	48	69
YBR194W	II	610038	610409	+	372	26	26	15	22	16	46	8	15	11	23	15	27
YBR195C	II	610614	611882	-	1269	56	34	24	47	28	15	22	34	36	46	42	56
YBR196C	II	612236	613900	-	1665	2848	2918	2686	2995	1961	913	2618	2568	2057	3807	2649	5035
YBR198C	II	616127	618523	-	2397	307	251	232	333	191	516	140	205	151	208	199	426
YBR199W	II	618909	620303	+	1395	609	448	472	662	404	589	222	292	265	399	313	525
YBR200W	II	620872	622527	+	1656	121	100	100	151	72	196	44	73	46	91	81	155
YBR201W	II	623576	624211	+	636	71	60	77	84	56	47	31	40	36	46	42	71
YBR202W	II	625772	628309	+	2538	225	182	199	234	146	300	88	115	76	121	114	199
YBR203W	II	629168	631942	+	2775	221	164	168	252	104	320	73	101	78	138	94	189
YBR204C	II	632254	633381	-	1128	127	90	85	110	70	78	37	63	36	99	58	115
YBR205W	II	633622	634836	+	1215	302	256	240	317	209	166	139	198	144	235	202	341
YBR207W	II	635146	636543	+	1398	317	270	294	315	228	358	104	175	122	202	173	308
YBR208C	II	636703	642210	-	5508	221	161	178	201	101	149	94	119	76	140	132	270
YBR210W	II	645550	645978	+	429	63	38	55	62	31	159	15	36	37	44	32	62
YBR211C	II	646158	647132	-	975	91	88	62	120	44	95	31	64	57	68	58	102
YBR212W	II	647886	649904	+	2019	637	443	323	570	367	1017	174	267	238	363	251	427
YBR213W	II	650368	651192	+	825	50	38	27	42	25	48	10	18	23	23	14	41
YBR214W	II	651415	652998	+	1584	627	460	425	649	407	1177	329	338	330	580	262	568
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	119	83	87	121	67	184	29	73	67	99	66	148
YBR216C	II	655576	657600	-	2025	75	71	63	71	46	51	29	57	43	72	51	125
YBR217W	II	657832	658392	+	561	28	19	26	38	15	18	11	24	14	24	23	41
YBR218C	II	658707	662249	-	3543	534	502	566	578	357	304	498	380	313	688	351	748
YBR221C	II	665153	666253	-	1101	807	709	688	911	500	267	380	501	432	668	483	858
YBR222C	II	666720	668351	-	1632	362	277	274	344	211	341	199	190	170	324	186	393
YBR223C	II	668663	670297	-	1635	90	83	64	91	63	80	40	65	35	71	29	85
YBR227C	II	673572	675134	-	1563	136	116	99	144	93	244	50	82	69	92	84	181
YBR228W	II	675313	676227	+	915	70	50	55	58	36	78	27	57	39	62	33	77
YBR229C	II	676357	679221	-	2865	182	144	154	212	129	245	89	97	105	152	102	234
YBR230C	II;II	679549;680040	679942;680050	-;-	405	495	300	241	437	257	858	126	162	177	240	121	251
YBR231C	II	682179	683090	-	912	106	102	122	148	62	153	37	66	60	76	60	112
YBR233W	II	683428	684669	+	1242	90	73	64	99	63	296	33	43	49	42	36	98
YBR233W-A	II	684977	685261	+	285	39	29	19	41	20	95	9	26	15	35	25	43
YBR234C	II	685438	686592	-	1155	532	401	423	490	364	510	218	295	288	428	261	447
YBR235W	II	686901	690263	+	3363	182	150	133	180	111	159	71	114	101	153	94	193
YBR236C	II	690383	691693	-	1311	117	107	116	143	85	45	61	59	48	78	77	135
YBR237W	II	691969	694518	+	2550	131	101	113	148	81	290	33	86	65	96	91	152
YBR239C	II	698354	699943	-	1590	31	40	36	51	40	146	30	51	32	62	42	85
YBR240C	II	700490	701842	-	1353	31	22	12	22	11	28	7	9	12	11	11	13
YBR243C	II	705447	706793	-	1347	172	133	116	159	103	127	62	129	93	125	101	173
YBR244W	II	707528	708016	+	489	19	11	10	19	14	10	40	80	65	110	92	179
YBR245C	II	708150	711539	-	3390	220	148	165	198	112	204	85	113	92	134	137	288
YBR246W	II	711591	712754	+	1164	171	108	123	154	90	152	79	102	91	107	109	180
YBR247C	II	713004	714455	-	1452	27	26	26	25	25	30	18	67	25	37	62	125
YBR248C	II	714807	716465	-	1659	178	179	181	163	161	257	195	142	126	257	142	295
YBR249C	II	716882	717994	-	1113	781	582	651	699	558	334	502	696	550	1012	791	1218
YBR250W	II	719033	720604	+	1572	2	3	4	2	2	6	1	5	5	1	3	3
YBR251W	II	721390	722313	+	924	81	78	80	74	63	111	45	60	68	77	51	114
YBR252W	II	722611	723054	+	444	106	78	86	117	89	84	64	114	61	107	129	172
YBR253W	II	723270	723635	+	366	125	83	95	112	61	57	42	60	52	80	54	100
YBR254C	II	723736	724263	-	528	57	48	32	27	32	54	27	24	37	38	35	62
YBR255W	II	724456	726540	+	2085	98	118	93	132	83	199	55	57	77	113	71	145
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	81	43	53	74	60	133	17	35	35	56	36	65
YBR256C	II	727386	728102	-	717	313	260	220	273	202	64	156	130	183	235	131	231
YBR257W	II	728885	729724	+	840	41	23	35	64	24	40	14	35	21	28	25	52
YBR258C	II	729734	730162	-	429	42	24	28	32	29	153	12	27	16	29	17	28
YBR260C	II	732639	734639	-	2001	116	78	80	99	60	161	38	63	62	69	59	128
YBR261C	II	734832	735530	-	699	148	165	127	138	126	128	122	129	111	163	169	220
YBR263W	II	736264	737736	+	1473	449	424	407	485	332	324	276	352	238	425	367	715
YBR264C	II	737770	738369	-	600	130	111	71	105	95	183	49	58	50	95	62	109
YBR265W	II	738582	739544	+	963	217	206	194	237	174	246	107	174	129	192	181	282
YBR267W	II	739841	741022	+	1182	27	13	18	15	10	28	17	48	25	31	58	87
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0	0	0	0	0	0	0
YBR268W	II	741299	741616	+	318	138	96	102	119	81	192	72	81	75	130	96	125
YBR269C	II	742160	742576	-	417	159	112	111	164	108	271	52	65	65	99	54	116
YBR270C	II	742761	744398	-	1638	51	32	44	53	38	101	25	35	27	30	27	58
YBR271W	II	744852	746111	+	1260	33	19	27	26	15	30	19	37	26	39	60	98
YBR272C	II	746361	747803	-	1443	65	58	49	64	44	123	26	30	30	53	34	73
YBR273C	II	748061	749371	-	1311	196	162	154	187	119	104	89	104	84	158	108	198
YBR274W	II	749594	751177	+	1584	79	50	58	78	43	26	26	54	40	59	48	104
YBR275C	II	751356	757106	-	5751	118	96	93	147	71	201	36	70	52	61	77	183
YBR276C	II	757620	760043	-	2424	237	187	176	248	142	202	112	129	120	163	151	295
YBR278W	II	760294	760899	+	606	66	43	47	64	44	74	17	34	40	42	25	53
YBR279W	II	761257	762594	+	1338	189	136	168	231	119	327	71	161	104	135	133	246
YBR280C	II	762784	764697	-	1914	109	83	86	112	57	106	51	60	49	94	44	106
YBR281C	II	764970	767606	-	2637	121	122	117	143	53	89	58	82	48	80	73	165
YBR282W	II	768240	768680	+	441	70	39	37	45	40	82	30	48	53	66	43	72
YBR283C	II	768943	770415	-	1473	678	598	585	721	466	938	310	496	378	630	494	963
YBR286W	II	774700	776313	+	1614	1782	1614	1493	1933	1172	3240	1235	1230	1036	1756	1312	2318
YBR287W	II	776571	777854	+	1284	370	318	327	403	219	227	292	314	266	506	275	621
YBR288C	II	778012	779463	-	1452	95	56	59	112	49	87	33	84	60	81	77	147
YBR289W	II	779667	782384	+	2718	107	88	73	98	47	210	53	85	57	90	66	150
YBR290W	II	782591	783556	+	966	204	198	143	222	150	372	92	123	105	152	149	200
YBR291C	II	783673	784572	-	900	58	46	37	60	46	32	27	43	38	63	41	78
YBR293W	II	787006	788430	+	1425	105	68	62	116	65	49	32	54	38	77	48	121
YBR294W	II	789235	791814	+	2580	84	59	62	81	43	149	41	52	46	62	50	90
YBR295W	II	792849	796499	+	3651	97	106	94	89	73	53	70	70	54	93	63	125
YBR296C	II	796798	798522	-	1725	28	21	23	25	19	28	193	66	161	246	64	147
YBR297W	II	800523	801929	+	1407	181	91	88	148	73	136	61	74	84	107	57	109
YBR298C	II	802631	804475	-	1845	429	246	247	406	194	241	121	278	236	258	206	411
YBR299W	II	805351	807105	+	1755	22	13	9	18	13	7	2	3	7	5	4	6
YBR301W	II	809057	809419	+	363	2	0	1	2	0	1	0	1	1	1	0	4
YBR302C	II	810340	811479	-	1140	16	18	12	21	11	3	6	9	5	11	4	9
YCL073C	III	6479	8326	-	1848	0	0	0	0	0	2	0	0	0	0	0	0
YCL069W	III	9706	11082	+	1377	0	0	0	0	0	0	0	0	0	0	0	0
YCL067C	III	12386	13018	-	633	0	0	0	0	0	0	0	0	0	0	0	0
YCL066W	III	13282	13809	+	528	0	0	0	0	0	0	0	0	0	0	0	0
YCL064C	III	15798	16880	-	1083	403	296	295	358	245	378	389	666	654	819	683	1137
YCL063W	III	17290	18561	+	1272	149	100	88	158	74	290	42	59	46	63	72	128
YCL061C	III	18816	22106	-	3291	85	80	72	102	50	134	34	34	43	71	32	94
YCL059C	III	22429	23379	-	951	207	157	175	280	108	95	96	195	155	189	250	399
YCL058C	III	23523	23981	-	459	3	1	1	5	1	0	0	3	2	3	1	6
YCL058W-A	III	23584	23925	+	342	0	0	0	0	0	0	0	0	0	0	0	0
YCL057W	III	24768	26906	+	2139	443	403	383	453	300	444	167	206	190	295	197	412
YCL056C	III	26925	27359	-	435	72	36	52	76	51	157	16	31	22	39	29	52
YCL055W	III	27929	28936	+	1008	72	49	60	90	59	80	20	50	32	50	28	59
YCL054W-A	III	30910	30996	+	87	4	3	5	5	5	16	2	5	2	7	2	6
YCL054W	III	31449	33974	+	2526	75	46	83	101	52	137	49	186	82	87	211	456
YCL052C	III	34143	35393	-	1251	231	154	163	203	123	504	90	116	112	148	118	188
YCL051W	III	35865	37616	+	1752	314	249	237	320	196	469	144	166	164	208	162	259
YCL050C	III	37836	38801	-	966	448	333	329	437	296	541	233	356	272	455	342	688
YCL048W	III	42165	43556	+	1392	23	14	15	20	9	11	4	1	4	5	6	5
YCL047C	III	43661	44437	-	777	51	34	38	50	32	77	15	32	27	50	24	45
YCL045C	III	44623	46905	-	2283	481	400	387	516	307	502	201	322	213	366	290	616
YCL044C	III	47111	48364	-	1254	124	112	77	149	68	448	46	54	50	65	46	105
YCL043C	III	48653	50221	-	1569	2439	2575	2524	2656	1908	2033	1263	1056	1078	1761	1154	2138
YCL040W	III	50838	52340	+	1503	4242	3911	3657	4019	2925	2271	3389	2491	2992	4852	2167	4023
YCL039W	III	52645	54882	+	2238	245	207	181	256	155	605	129	122	101	150	115	239
YCL038C	III	54941	56527	-	1587	164	98	114	149	79	41	65	77	81	119	62	128
YCL037C	III	57374	58678	-	1305	2	2	1	0	0	1	4	7	4	10	6	11
YCL036W	III	59026	60726	+	1701	10	6	5	9	7	10	6	24	10	19	32	60
YCL035C	III	60841	61173	-	333	276	254	279	295	236	242	127	155	171	270	149	203
YCL034W	III	61658	62722	+	1065	387	321	366	433	254	280	205	184	175	270	201	308
YCL033C	III	62776	63282	-	507	144	151	130	129	126	35	90	69	59	127	83	112
YCL032W	III	63441	64481	+	1041	171	134	104	204	103	192	74	78	66	123	92	150
YCL031C	III	64675	65568	-	894	155	144	125	200	101	359	50	147	103	129	151	289
YCL030C	III	65934	68333	-	2400	280	240	286	267	201	98	820	330	516	1133	303	683
YCL029C	III	68599	69921	-	1323	97	83	83	92	78	135	43	65	43	72	56	119
YCL028W	III	70150	71367	+	1218	239	237	208	231	178	321	154	172	139	246	211	329
YCL027W	III	71803	73341	+	1539	32	29	35	39	25	87	7	14	11	17	15	23
YCL026C-B	III	73405	73986	-	582	51	60	52	81	48	29	21	16	12	32	10	35
YCL026C-A	III	74704	75285	-	582	7	7	5	8	5	2	4	3	3	5	3	7
YCL025C	III	76018	77919	-	1902	146	125	124	163	86	75	406	214	290	411	206	445
YCL024W	III	79162	82275	+	3114	61	56	70	81	36	103	21	34	21	25	34	70
YCL018W	III	91324	92418	+	1095	0	0	0	0	0	0	0	0	0	0	0	0
YCL017C	III	92777	94270	-	1494	217	204	217	264	139	97	128	151	114	181	156	252
YCL016C	III	94621	95763	-	1143	67	72	57	61	47	47	25	28	25	42	34	67
YCL014W	III	96281	101191	+	4911	57	50	65	90	30	82	22	59	38	41	40	111
YCL012C	III;III	101317;101701	101633;101788	-;-	405	43	27	26	43	17	64	22	27	17	34	25	44
YCL011C	III	102075	103358	-	1284	575	512	546	631	385	876	276	393	336	502	422	834
YCL010C	III	103571	104350	-	780	101	113	96	131	75	71	71	84	48	104	65	134
YCL009C	III	104619	105548	-	930	855	1003	1001	940	706	1107	739	447	399	829	536	1035
YCL008C	III	105696	106853	-	1158	196	178	185	203	143	268	136	106	90	146	130	219
YCL007C	III	106974	107366	-	393	5	0	3	2	3	2	0	2	2	3	1	1
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	52	53	47	57	47	13	27	40	21	44	39	49
YCL005W	III	108021	108791	+	771	122	95	63	84	70	220	68	70	68	83	90	127
YCL004W	III	109105	110670	+	1566	56	40	45	47	31	27	20	37	31	46	36	75
YCL001W	III	111916	112482	+	567	220	143	137	217	128	218	68	113	83	149	104	191
YCR002C	III	117380	118348	-	969	291	223	191	283	184	182	73	154	127	173	150	245
YCR003W	III	118620	119171	+	552	74	50	51	56	48	74	30	51	55	46	47	67
YCR004C	III	119575	120318	-	744	649	567	538	727	405	248	293	295	311	462	237	538
YCR005C	III	120946	122328	-	1383	634	369	342	512	297	470	68	239	146	184	228	351
YCR008W	III	128470	130281	+	1812	247	177	181	271	160	402	82	209	158	194	166	382
YCR009C	III	130745	131542	-	798	315	287	270	390	217	434	140	180	209	316	189	397
YCR010C	III	132273	133124	-	852	47	37	28	53	25	54	10	15	7	18	10	17
YCR011C	III	133724	136873	-	3150	329	326	347	376	213	388	200	216	183	275	203	436
YCR012W	III	137746	138996	+	1251	21331	20858	22045	20784	15746	2135	12481	12971	11232	21513	13115	22739
YCR014C	III	139185	140933	-	1749	45	25	41	39	23	141	19	26	24	26	27	60
YCR015C	III	141217	142170	-	954	24	19	23	35	13	12	15	14	18	20	14	25
YCR017C	III	144773	147634	-	2862	575	466	477	650	405	536	258	349	248	429	318	713
YCR018C	III	148238	148903	-	666	26	16	11	17	12	14	24	52	44	49	37	83
YCR019W	III	152837	153928	+	1092	53	51	48	48	38	69	20	31	24	46	34	48
YCR020C	III	154012	154659	-	648	6	15	4	7	5	19	6	4	7	13	9	15
YCR020C-A	III	154830	155096	-	267	53	48	32	48	38	15	26	35	21	42	39	37
YCR020W-B	III	155320	155556	+	237	14	5	12	16	9	3	1	8	8	11	17	15
YCR021C	III	156109	157107	-	999	48	40	46	34	27	42	124	116	53	427	83	188
YCR024C	III	160744	162222	-	1479	94	66	51	85	42	155	22	40	33	42	25	68
YCR024C-A	III	162945	163067	-	123	208	141	118	208	114	149	134	308	246	331	360	621
YCR026C	III	164111	166339	-	2229	178	188	175	211	134	234	64	98	53	94	99	178
YCR027C	III	167370	167999	-	630	53	40	46	71	33	79	18	37	30	33	34	64
YCR028C	III	170886	172424	-	1539	123	83	71	78	64	134	49	68	43	72	43	124
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	300	236	192	283	168	86	114	159	155	213	190	302
YCR030C	III	173826	176438	-	2613	265	211	212	275	142	573	133	139	123	233	140	313
YCR031C	III;III	177500;178214	177906;178220	-;-	414	2439	2019	1966	2347	2047	499	1524	2235	1651	2812	2633	3312
YCR032W	III	179520	186023	+	6504	100	79	74	125	79	127	43	73	51	88	79	148
YCR033W	III	186489	190169	+	3681	237	209	211	252	150	506	114	179	117	163	165	355
YCR035C	III	191834	193018	-	1185	132	103	106	140	98	124	58	109	74	103	129	217
YCR036W	III	193297	194298	+	1002	205	140	155	215	112	231	56	109	97	142	108	156
YCR037C	III	194414	197185	-	2772	149	140	126	143	104	81	81	118	101	131	103	192
YCR038C	III	197621	199549	-	1929	41	38	35	46	47	131	21	26	27	46	25	45
YCR039C	III	199546	200178	-	633	0	0	0	0	0	0	0	0	0	0	0	0
YCR040W	III	200442	200969	+	528	0	0	0	0	0	0	0	0	0	0	0	0
YCR042C	III	201174	205397	-	4224	248	202	219	249	172	239	106	152	108	129	152	298
YCR044C	III	206877	207950	-	1074	198	160	143	204	143	265	64	93	89	135	118	192
YCR045C	III	208135	209610	-	1476	69	68	71	66	32	53	43	50	41	76	61	101
YCR046C	III	209914	210423	-	510	157	132	105	139	112	128	77	121	82	141	112	162
YCR047C	III	210718	211545	-	828	78	89	68	111	48	126	44	110	60	72	128	219
YCR048W	III	211929	213761	+	1833	330	290	289	328	230	144	194	196	141	266	218	422
YCR052W	III	214994	216445	+	1452	264	196	189	222	165	494	150	142	117	194	190	316
YCR053W	III	216697	218241	+	1545	676	529	556	717	434	418	396	516	403	685	533	976
YCR054C	III	218376	220067	-	1692	29	13	16	20	14	42	19	21	15	23	17	38
YCR057C	III	220457	223228	-	2772	73	43	46	56	44	45	54	179	80	132	179	350
YCR059C	III	223454	224230	-	777	198	193	194	200	166	82	123	138	109	174	150	248
YCR060W	III	224399	224734	+	336	79	54	47	75	66	58	36	56	36	64	51	80
YCR061W	III	225563	227458	+	1896	133	104	120	121	85	174	64	57	62	91	44	109
YCR063W	III	228318	228791	+	474	13	14	11	12	10	4	7	10	9	11	4	18
YCR065W	III	229310	231004	+	1695	69	85	90	97	56	128	24	42	31	42	48	86
YCR066W	III	231500	232963	+	1464	45	47	40	43	33	68	17	40	33	35	28	66
YCR067C	III	233125	236322	-	3198	223	176	166	251	140	328	104	129	97	181	140	283
YCR068W	III	237214	238776	+	1563	84	74	55	76	59	104	58	45	30	70	34	62
YCR069W	III	239055	240011	+	957	414	364	339	436	275	786	175	214	163	308	200	363
YCR071C	III	240103	240543	-	441	69	58	43	82	47	155	30	52	45	47	63	82
YCR072C	III	240805	242352	-	1548	12	8	10	8	7	15	13	39	18	19	58	101
YCR073C	III	242588	246583	-	3996	164	153	125	195	119	191	73	100	100	146	131	228
YCR073W-A	III	246963	247910	+	948	242	261	208	282	158	126	135	104	111	188	129	220
YCR075C	III	248033	248815	-	783	110	83	58	99	68	34	32	41	40	55	50	80
YCR075W-A	III	248975	249202	+	228	75	61	51	74	62	12	30	24	31	53	35	62
YCR076C	III	249293	250045	-	753	109	81	92	114	88	121	40	59	48	70	47	106
YCR077C	III	250238	252628	-	2391	385	283	332	443	203	560	228	293	206	343	291	555
YCR079W	III	252845	254173	+	1329	265	186	127	215	117	131	59	91	74	124	86	159
YCR081W	III	254371	258654	+	4284	39	34	45	46	21	45	24	40	29	38	37	74
YCR082W	III	258883	259269	+	387	174	131	124	179	112	58	60	101	70	120	92	136
YCR083W	III	259578	259961	+	384	73	74	52	76	53	44	42	46	33	75	45	84
YCR084C	III	260311	262452	-	2142	368	264	328	370	208	947	235	346	221	349	345	707
YCR086W	III	263392	263964	+	573	44	26	24	30	23	39	12	26	13	21	18	23
YCR088W	III	265068	266846	+	1779	483	427	554	575	323	502	263	249	256	425	261	541
YCR089W	III	267434	272263	+	4830	120	109	84	133	70	352	59	67	54	55	74	116
YCR091W	III	274404	276566	+	2163	157	112	98	170	98	180	71	79	80	105	55	148
YCR092C	III	276764	279820	-	3057	80	51	68	80	42	81	32	75	57	63	66	119
YCR093W	III	280117	286443	+	6327	248	165	197	282	131	238	127	221	163	239	202	438
YCR094W	III	286762	287937	+	1176	97	114	69	110	67	79	38	60	54	85	72	117
YCR095C	III	288170	289258	-	1089	66	34	42	77	35	80	12	40	35	39	40	97
YCR096C	III	293179	293538	-	360	0	0	0	0	0	0	0	0	0	0	0	0
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	64	24	37	68	34	20	11	42	46	42	26	76
YCR098C	III	297049	298605	-	1557	24	14	15	18	8	13	9	9	8	16	7	14
YCR104W	III	307801	308175	+	375	8	8	5	4	3	2	4	2	2	1	2	0
YCR105W	III	309070	310155	+	1086	35	23	14	30	12	74	14	7	12	22	15	21
YCR106W	III	310958	313456	+	2499	20	25	35	30	15	21	8	15	16	29	24	39
YCR107W	III	313890	314981	+	1092	53	43	32	57	41	16	10	27	17	21	23	59
YDL248W	IV	1802	2953	+	1152	14	14	14	16	9	1	11	7	13	11	5	20
YDL247W	IV	5985	7814	+	1830	1	2	2	3	1	1	0	4	1	3	4	3
YDL246C	IV	8683	9756	-	1074	1	3	0	1	0	1	0	1	0	1	0	0
YDL245C	IV	11657	13360	-	1704	0	1	2	2	1	4	0	0	1	1	1	4
YDL244W	IV	16204	17226	+	1023	15	14	7	18	9	3	0	1	0	2	5	3
YDL243C	IV	17577	18566	-	990	69	45	41	57	43	77	28	32	33	60	29	54
YDL240W	IV	22823	25876	+	3054	111	79	64	100	60	110	24	87	54	74	75	127
YDL239C	IV	26403	28775	-	2373	38	15	27	56	27	27	23	23	22	34	17	49
YDL238C	IV	28985	30454	-	1470	59	48	43	55	38	31	55	31	40	62	30	74
YDL237W	IV	30657	31829	+	1173	151	139	152	161	107	119	72	88	111	144	94	162
YDL236W	IV	32296	33234	+	939	308	260	282	324	219	118	198	231	172	287	224	434
YDL235C	IV	33415	33918	-	504	101	88	64	104	67	120	26	65	62	66	64	91
YDL234C	IV	34237	36477	-	2241	254	227	209	267	180	344	195	218	152	409	132	345
YDL233W	IV	36797	38173	+	1377	86	105	103	123	74	106	47	58	41	74	50	106
YDL232W	IV	38487	38597	+	111	50	57	37	56	51	16	33	34	26	53	43	33
YDL231C	IV	38867	42244	-	3378	163	145	131	167	115	322	68	116	100	144	133	224
YDL230W	IV	42700	43707	+	1008	135	98	82	122	83	161	58	79	73	96	73	111
YDL229W	IV	44065	45906	+	1842	2308	1992	2060	2212	1467	646	2155	2706	1885	3175	3033	5183
YDL227C	IV	46271	48031	-	1761	9	5	3	5	4	5	14	33	20	9	29	62
YDL226C	IV	51115	52173	-	1059	244	198	189	288	155	216	131	158	137	215	173	324
YDL225W	IV	52445	54100	+	1656	179	139	169	232	99	281	60	109	106	131	131	266
YDL224C	IV	54397	56346	-	1950	198	147	164	199	111	893	91	132	108	129	100	231
YDL223C	IV	57265	60405	-	3141	124	68	70	131	64	171	52	49	51	72	51	94
YDL222C	IV	60872	61801	-	930	27	23	15	27	10	14	6	7	6	14	5	16
YDL220C	IV	62244	65018	-	2775	58	72	50	76	31	87	24	37	30	54	29	59
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	35	35	34	40	29	37	7	38	30	33	29	64
YDL217C	IV	67983	68606	-	624	87	64	80	103	64	36	33	59	50	58	54	120
YDL216C	IV	68997	70319	-	1323	61	66	51	65	44	110	31	50	27	55	49	65
YDL215C	IV	70640	73918	-	3279	295	193	169	305	144	133	103	186	187	224	136	275
YDL214C	IV	74446	76545	-	2100	31	43	37	51	28	38	6	8	8	12	11	10
YDL213C	IV	77289	77966	-	678	233	189	173	271	123	205	79	164	115	164	201	403
YDL212W	IV	78426	79058	+	633	400	304	309	417	246	61	148	266	192	297	250	479
YDL210W	IV	84270	85985	+	1716	22	19	13	22	12	32	5	12	18	14	8	17
YDL209C	IV	86207	87226	-	1020	55	45	36	52	30	99	8	42	32	26	34	68
YDL208W	IV	87512	87982	+	471	282	234	258	313	200	117	203	421	253	342	425	716
YDL207W	IV	88248	89864	+	1617	206	140	142	198	122	322	57	118	92	118	111	195
YDL205C	IV	92762	93745	-	984	132	100	128	156	61	148	85	110	93	150	114	284
